Ukazatel,IndicatorType,Druh PHM,CENPHM1,Měsíce,CasM,Území,Uz0,Hodnota
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2017,2017-01,Česko,CZ,30.89
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2017,2017-02,Česko,CZ,31.1
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2017,2017-03,Česko,CZ,30.93
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2017,2017-04,Česko,CZ,30.88
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2017,2017-05,Česko,CZ,30.56
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2017,2017-06,Česko,CZ,30.01
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2017,2017-07,Česko,CZ,29.38
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2017,2017-08,Česko,CZ,29.43
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2017,2017-09,Česko,CZ,29.85
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2017,2017-10,Česko,CZ,29.99
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2017,2017-11,Česko,CZ,30.45
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2017,2017-12,Česko,CZ,30.45
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2018,2018-01,Česko,CZ,30.56
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2018,2018-02,Česko,CZ,30.61
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2018,2018-03,Česko,CZ,30.36
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2018,2018-04,Česko,CZ,30.77
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2018,2018-05,Česko,CZ,32.01
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2018,2018-06,Česko,CZ,33.12
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2018,2018-07,Česko,CZ,33.03
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2018,2018-08,Česko,CZ,33.06
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2018,2018-09,Česko,CZ,33.26
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2018,2018-10,Česko,CZ,33.41
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2018,2018-11,Česko,CZ,33.06
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2018,2018-12,Česko,CZ,31.8
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2019,2019-01,Česko,CZ,30.63
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2019,2019-02,Česko,CZ,30.08
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2019,2019-03,Česko,CZ,30.38
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2019,2019-04,Česko,CZ,32.03
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2019,2019-05,Česko,CZ,33.03
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2019,2019-06,Česko,CZ,33.08
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2019,2019-07,Česko,CZ,32.63
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2019,2019-08,Česko,CZ,32.46
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2019,2019-09,Česko,CZ,32.2
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2019,2019-10,Česko,CZ,32.15
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2019,2019-11,Česko,CZ,31.95
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2019,2019-12,Česko,CZ,31.76
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2020,2020-01,Česko,CZ,31.97
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2020,2020-02,Česko,CZ,31.57
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2020,2020-03,Česko,CZ,29.74
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2020,2020-04,Česko,CZ,26.37
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2020,2020-05,Česko,CZ,25.52
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2020,2020-06,Česko,CZ,26.44
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2020,2020-07,Česko,CZ,27.7
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2020,2020-08,Česko,CZ,27.83
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2020,2020-09,Česko,CZ,27.67
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2020,2020-10,Česko,CZ,27.89
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2020,2020-11,Česko,CZ,27.72
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2020,2020-12,Česko,CZ,27.93
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2021,2021-01,Česko,CZ,28.06
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2021,2021-02,Česko,CZ,28.65
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2021,2021-03,Česko,CZ,30.47
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2021,2021-04,Česko,CZ,31.51
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2021,2021-05,Česko,CZ,31.99
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2021,2021-06,Česko,CZ,32.47
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2021,2021-07,Česko,CZ,33.43
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2021,2021-08,Česko,CZ,33.77
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2021,2021-09,Česko,CZ,33.85
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2021,2021-10,Česko,CZ,35.51
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2021,2021-11,Česko,CZ,37.08
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2021,2021-12,Česko,CZ,36.33
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2022,2022-01,Česko,CZ,36.08
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2022,2022-02,Česko,CZ,37.54
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2022,2022-03,Česko,CZ,44.46
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2022,2022-04,Česko,CZ,42.98
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2022,2022-05,Česko,CZ,44.98
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2022,2022-06,Česko,CZ,47.22
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2022,2022-07,Česko,CZ,47.21
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2022,2022-08,Česko,CZ,41.86
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2022,2022-09,Česko,CZ,38.99
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2022,2022-10,Česko,CZ,41.44
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2022,2022-11,Česko,CZ,41.12
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2022,2022-12,Česko,CZ,37.07
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2023,2023-01,Česko,CZ,36.61
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2023,2023-02,Česko,CZ,37.65
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2023,2023-03,Česko,CZ,37.15
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2023,2023-04,Česko,CZ,37.46
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2023,2023-05,Česko,CZ,36.66
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2023,2023-06,Česko,CZ,36.98
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2023,2023-07,Česko,CZ,37.41
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2023,2023-08,Česko,CZ,39.37
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2023,2023-09,Česko,CZ,40.1
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2023,2023-10,Česko,CZ,39.59
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2023,2023-11,Česko,CZ,38.17
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2023,2023-12,Česko,CZ,36.32
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2024,2024-01,Česko,CZ,36.2
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2024,2024-02,Česko,CZ,37.78
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2024,2024-03,Česko,CZ,38.46
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2024,2024-04,Česko,CZ,39.9
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2024,2024-05,Česko,CZ,39.55
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2024,2024-06,Česko,CZ,38.04
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2024,2024-07,Česko,CZ,38.39
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2024,2024-08,Česko,CZ,37.65
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2024,2024-09,Česko,CZ,35.83
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2024,2024-10,Česko,CZ,35.57
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2024,2024-11,Česko,CZ,35.73
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2024,2024-12,Česko,CZ,35.69
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2025,2025-01,Česko,CZ,36.28
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2025,2025-02,Česko,CZ,36.5
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2025,2025-03,Česko,CZ,35.25
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2025,2025-04,Česko,CZ,34.48
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2025,2025-05,Česko,CZ,33.94
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2025,2025-06,Česko,CZ,34.3
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2025,2025-07,Česko,CZ,34.7
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2025,2025-08,Česko,CZ,34.47
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2025,2025-09,Česko,CZ,34.32
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2025,2025-10,Česko,CZ,34.3
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2025,2025-11,Česko,CZ,34.65
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2025,2025-12,Česko,CZ,33.88
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,leden 2001,2001-01,Česko,CZ,29.64
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,únor 2001,2001-02,Česko,CZ,28.87
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,březen 2001,2001-03,Česko,CZ,28.84
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,duben 2001,2001-04,Česko,CZ,29.08
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,květen 2001,2001-05,Česko,CZ,30.63
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,červen 2001,2001-06,Česko,CZ,31.69
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,červenec 2001,2001-07,Česko,CZ,31.33
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,srpen 2001,2001-08,Česko,CZ,30.69
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,září 2001,2001-09,Česko,CZ,30.68
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,říjen 2001,2001-10,Česko,CZ,30.13
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,listopad 2001,2001-11,Česko,CZ,29.27
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,prosinec 2001,2001-12,Česko,CZ,28.09
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,leden 2002,2002-01,Česko,CZ,27.58
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,únor 2002,2002-02,Česko,CZ,27.2
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,březen 2002,2002-03,Česko,CZ,27.07
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,duben 2002,2002-04,Česko,CZ,27.82
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,květen 2002,2002-05,Česko,CZ,28.08
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,červen 2002,2002-06,Česko,CZ,27.83
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,červenec 2002,2002-07,Česko,CZ,27.71
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,srpen 2002,2002-08,Česko,CZ,27.56
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,září 2002,2002-09,Česko,CZ,27.81
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,říjen 2002,2002-10,Česko,CZ,27.79
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,listopad 2002,2002-11,Česko,CZ,27.73
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,prosinec 2002,2002-12,Česko,CZ,27.46
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,leden 2003,2003-01,Česko,CZ,27.91
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,únor 2003,2003-02,Česko,CZ,28.88
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,březen 2003,2003-03,Česko,CZ,28.93
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,duben 2003,2003-04,Česko,CZ,28.78
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,květen 2003,2003-05,Česko,CZ,28.37
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,červen 2003,2003-06,Česko,CZ,28.18
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,červenec 2003,2003-07,Česko,CZ,27.97
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,srpen 2003,2003-08,Česko,CZ,28.22
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,září 2003,2003-09,Česko,CZ,28.6
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,říjen 2003,2003-10,Česko,CZ,28.53
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,listopad 2003,2003-11,Česko,CZ,28.59
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,prosinec 2003,2003-12,Česko,CZ,28.35
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,leden 2004,2004-01,Česko,CZ,29.29
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,únor 2004,2004-02,Česko,CZ,29.11
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,březen 2004,2004-03,Česko,CZ,29.28
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,duben 2004,2004-04,Česko,CZ,29.4
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,květen 2004,2004-05,Česko,CZ,31.24
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,červen 2004,2004-06,Česko,CZ,31.7
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,červenec 2004,2004-07,Česko,CZ,31.26
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,srpen 2004,2004-08,Česko,CZ,31.17
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,září 2004,2004-09,Česko,CZ,31.16
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,říjen 2004,2004-10,Česko,CZ,31.47
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,listopad 2004,2004-11,Česko,CZ,31.02
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,prosinec 2004,2004-12,Česko,CZ,29.92
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,leden 2005,2005-01,Česko,CZ,29.24
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,únor 2005,2005-02,Česko,CZ,28.77
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,březen 2005,2005-03,Česko,CZ,29.04
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,duben 2005,2005-04,Česko,CZ,30.23
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,květen 2005,2005-05,Česko,CZ,30.58
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,červen 2005,2005-06,Česko,CZ,31.14
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,červenec 2005,2005-07,Česko,CZ,31.94
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,srpen 2005,2005-08,Česko,CZ,32.56
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,září 2005,2005-09,Česko,CZ,36.15
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,říjen 2005,2005-10,Česko,CZ,35.67
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,listopad 2005,2005-11,Česko,CZ,34.47
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,prosinec 2005,2005-12,Česko,CZ,32.81
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,leden 2006,2006-01,Česko,CZ,32.28
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,únor 2006,2006-02,Česko,CZ,31.97
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,březen 2006,2006-03,Česko,CZ,31.56
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,duben 2006,2006-04,Česko,CZ,32.31
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,květen 2006,2006-05,Česko,CZ,33.04
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,červen 2006,2006-06,Česko,CZ,33.2
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,červenec 2006,2006-07,Česko,CZ,33.61
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,srpen 2006,2006-08,Česko,CZ,33.84
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,září 2006,2006-09,Česko,CZ,33.17
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,říjen 2006,2006-10,Česko,CZ,31.88
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,listopad 2006,2006-11,Česko,CZ,31.07
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,prosinec 2006,2006-12,Česko,CZ,30.81
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,leden 2007,2007-01,Česko,CZ,29.93
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,únor 2007,2007-02,Česko,CZ,29.2
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,březen 2007,2007-03,Česko,CZ,29.93
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,duben 2007,2007-04,Česko,CZ,30.91
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,květen 2007,2007-05,Česko,CZ,32.06
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,červen 2007,2007-06,Česko,CZ,32.58
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,červenec 2007,2007-07,Česko,CZ,32.85
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,srpen 2007,2007-08,Česko,CZ,32.72
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,září 2007,2007-09,Česko,CZ,32.56
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,říjen 2007,2007-10,Česko,CZ,32.48
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Super plus 98 [Kč/l],722202,listopad 2007,2007-11,Česko,CZ,33.02
